Method,MethodLabel,DirectionCount,Metric,SubjectCount,Mean_dB,SD_dB,Bootstrap95Lower_dB,Bootstrap95Upper_dB
RANF,RANF,50,Contralateral25ERB,4,1.51253171911388,0.174684918972977,1.3817328999392,1.67504314740737
RANF,RANF,14,ContralateralHighFrequency,4,3.43487902116537,0.329131565508239,3.2384382699131,3.76752566564083
RANF,RANF,26,ContralateralHighFrequency,4,3.34179797674359,0.317701037176199,3.12620622493177,3.65251059848817
RANF,RANF,50,ContralateralHighFrequency,4,3.21870130248434,0.219623171806472,3.02826847618176,3.42191739472773
RANF,RANF,14,HorizontalILDMAE,4,0.729564262391636,0.267097271128352,0.529267832267484,0.954450489044878
RANF,RANF,26,HorizontalILDMAE,4,0.753213256317511,0.132468770906664,0.644918875697392,0.855685884511454
RANF,RANF,50,HorizontalILDMAE,4,0.701307314178982,0.228153484307074,0.545565719498877,0.914894156861613
HYBRID,Hybrid E190,14,FullSphereERB,4,1.0526666388541,0.105261114614353,0.954942767089336,1.12509765504579
HYBRID,Hybrid E190,26,FullSphereERB,4,0.744903455220272,0.0559949355308783,0.698348948727658,0.791457961712887
HYBRID,Hybrid E190,50,FullSphereERB,4,0.768374324861689,0.0539250530049653,0.725128815405435,0.811619834317943
HYBRID,Hybrid E190,14,Contralateral25ERB,4,1.55552039804515,0.0584853788733797,1.50728889985994,1.60375189623037
HYBRID,Hybrid E190,26,Contralateral25ERB,4,1.12771556680172,0.0766872391763425,1.06621401155419,1.18921712204925
HYBRID,Hybrid E190,50,Contralateral25ERB,4,1.18280027246342,0.0998449722107038,1.11592870629453,1.27667288767402
HYBRID,Hybrid E190,14,ContralateralHighFrequency,4,3.95373670201968,0.236554500666133,3.82658808013878,4.18791506752303
HYBRID,Hybrid E190,26,ContralateralHighFrequency,4,3.39069746916244,0.228536247294748,3.22482567675728,3.61451296162154
HYBRID,Hybrid E190,50,ContralateralHighFrequency,4,3.43451985748373,0.266826684707127,3.23577904186603,3.66519723625406
HYBRID,Hybrid E190,14,HorizontalILDMAE,4,0.605810274797073,0.108658456172614,0.497807863365016,0.668145895792973
HYBRID,Hybrid E190,26,HorizontalILDMAE,4,0.488320399317172,0.101898309780939,0.400792895681061,0.563960096205327
HYBRID,Hybrid E190,50,HorizontalILDMAE,4,0.516346618075177,0.0983609816304449,0.429921267952612,0.607696020665337
BOUNDED,Bounded E25,14,FullSphereERB,4,1.07189701683276,0.109220644929118,0.975158253757569,1.15159522552203
BOUNDED,Bounded E25,26,FullSphereERB,4,0.745105940901425,0.0571943965542702,0.697678327886446,0.792533553916404
BOUNDED,Bounded E25,50,FullSphereERB,4,0.760238550046908,0.0551131914492414,0.714605493522796,0.805871606571019
BOUNDED,Bounded E25,14,Contralateral25ERB,4,1.62709576172708,0.0776313257444405,1.55379632769632,1.6893263984147
BOUNDED,Bounded E25,26,Contralateral25ERB,4,1.12604196724018,0.0866396285048139,1.06348259542106,1.20349167588816
BOUNDED,Bounded E25,50,Contralateral25ERB,4,1.18028368819928,0.103061090879088,1.11361904589825,1.28011370968179
BOUNDED,Bounded E25,14,ContralateralHighFrequency,4,4.02041406466227,0.288822016926693,3.85043556539168,4.3048164654983
BOUNDED,Bounded E25,26,ContralateralHighFrequency,4,3.41016671491838,0.234877364709037,3.24885036341024,3.62873233079126
BOUNDED,Bounded E25,50,ContralateralHighFrequency,4,3.46934391960234,0.247631065622568,3.27293017598155,3.66575766322313
BOUNDED,Bounded E25,14,HorizontalILDMAE,4,0.576387196975598,0.104775314607881,0.486296224717441,0.666478169233756
BOUNDED,Bounded E25,26,HorizontalILDMAE,4,0.468356781170166,0.0837319752145104,0.40181051679971,0.534025019784411
BOUNDED,Bounded E25,50,HorizontalILDMAE,4,0.505706802701343,0.0718420907557394,0.449556676308554,0.575467280071551
